"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0009615","response to virus","10/12","445/18860",0.0224719101123595,35.3183520599251,18.4857844968372,3.06277758027866e-15,1.14241603744394e-12,5.48075988049865e-13,"GBP1/IFIT3/STAT1/IFITM3/PARP9/IFI6/IFIT2/IRF7/IFI44/OAS1",10
"GO:0051607","defense response to virus","9/12","334/18860",0.0269461077844311,42.3502994011976,19.2388176684799,3.2322885267391e-14,6.02821810236842e-12,2.89204762918761e-12,"GBP1/IFIT3/STAT1/IFITM3/PARP9/IFI6/IFIT2/IRF7/OAS1",9
"GO:0035456","response to interferon-beta","4/12","37/18860",0.108108108108108,169.90990990991,25.9494936504599,6.13423268845594e-09,7.12616876392856e-07,3.41879127943518e-07,"XAF1/STAT1/IFITM3/OAS1",4
"GO:0140888","interferon-mediated signaling pathway","5/12","121/18860",0.0413223140495868,64.9449035812672,17.805030958488,7.64200403638452e-09,7.12616876392856e-07,3.41879127943518e-07,"STAT1/IFITM3/PARP9/IRF7/OAS1",5
"GO:0032481","positive regulation of type I interferon production","4/12","91/18860",0.043956043956044,69.0842490842491,16.4272209153815,2.43719423264637e-07,1.41776220233856e-05,6.80173767172443e-06,"XAF1/STAT1/IRF7/OAS1",4
"GO:0060337","type I interferon-mediated signaling pathway","4/12","92/18860",0.0434782608695652,68.3333333333333,16.3354968313937,2.54710870886789e-07,1.41776220233856e-05,6.80173767172443e-06,"STAT1/IFITM3/IRF7/OAS1",4
"GO:0071357","cellular response to type I interferon","4/12","93/18860",0.043010752688172,67.5985663082437,16.2452441990446,2.6606797362922e-07,1.41776220233856e-05,6.80173767172443e-06,"STAT1/IFITM3/IRF7/OAS1",4
"GO:0034340","response to type I interferon","4/12","99/18860",0.0404040404040404,63.5016835016835,15.7325325027113,3.42338028552092e-07,1.59615105812413e-05,7.65756116498102e-06,"STAT1/IFITM3/IRF7/OAS1",4
"GO:0034341","response to type II interferon","4/12","129/18860",0.0310077519379845,48.733850129199,13.7264475572501,9.91031320601399e-07,4.10727425093691e-05,1.97047163160512e-05,"GBP1/STAT1/IFITM3/PARP9",4
"GO:0032479","regulation of type I interferon production","4/12","136/18860",0.0294117647058824,46.2254901960784,13.3558255420585,1.2243527659121e-06,4.15166892441103e-05,1.99177004980916e-05,"XAF1/STAT1/IRF7/OAS1",4
"GO:0032606","type I interferon production","4/12","136/18860",0.0294117647058824,46.2254901960784,13.3558255420585,1.2243527659121e-06,4.15166892441103e-05,1.99177004980916e-05,"XAF1/STAT1/IRF7/OAS1",4
"GO:0016032","viral process","5/12","396/18860",0.0126262626262626,19.8442760942761,9.56272072465519,2.79121584709199e-06,8.67602925804426e-05,4.16233942110209e-05,"STAT1/IFITM3/PARP9/IRF7/OAS1",5
"GO:0048525","negative regulation of viral process","3/12","76/18860",0.0394736842105263,62.0394736842105,13.4536725553634,1.34776817687437e-05,0.0003867057922878,0.000185522744994853,"STAT1/IFITM3/OAS1",3
"GO:0140374","antiviral innate immune response","3/12","79/18860",0.0379746835443038,59.6835443037975,13.1882703726064,1.51444653213418e-05,0.000403491826061463,0.000193575872528429,"IFIT3/IFIT2/OAS1",3
"GO:0098586","cellular response to virus","3/12","89/18860",0.0337078651685393,52.9775280898876,12.4017861118542,2.16708668833273e-05,0.000538882223165405,0.000258529640011624,"IFI6/IFI44/OAS1",3
"GO:0071346","cellular response to type II interferon","3/12","103/18860",0.029126213592233,45.7766990291262,11.4975766568077,3.35786014594841e-05,0.000782801146524224,0.000375550147902125,"GBP1/STAT1/PARP9",3
"GO:0035455","response to interferon-alpha","2/12","21/18860",0.0952380952380952,149.68253968254,17.2011709419258,7.74132643462445e-05,0.00169853809418525,0.000814876466802573,"IFITM3/OAS1",2
"GO:0050792","regulation of viral process","3/12","141/18860",0.0212765957446809,33.4397163120567,9.75579348780045,8.56533658342154e-05,0.00177492808089791,0.000851524689579919,"STAT1/IFITM3/OAS1",3
"GO:0045089","positive regulation of innate immune response","4/12","432/18860",0.00925925925925926,14.5524691358025,7.19015934694196,0.000116133814290349,0.00223044009404842,0.00107005733311199,"IFI35/PARP9/IRF7/OAS1",4
"GO:0032727","positive regulation of interferon-alpha production","2/12","26/18860",0.0769230769230769,120.897435897436,15.4362784168145,0.000119594643112516,0.00223044009404842,0.00107005733311199,"STAT1/IRF7",2
"GO:0035458","cellular response to interferon-beta","2/12","29/18860",0.0689655172413793,108.390804597701,14.6031558514219,0.000149242933252632,0.00250217017321875,0.00120042028911299,"STAT1/OAS1",2
"GO:0060333","type II interferon-mediated signaling pathway","2/12","29/18860",0.0689655172413793,108.390804597701,14.6031558514219,0.000149242933252632,0.00250217017321875,0.00120042028911299,"STAT1/PARP9",2
"GO:0002833","positive regulation of response to biotic stimulus","4/12","465/18860",0.00860215053763441,13.5197132616487,6.89744552945003,0.000154289313630111,0.00250217017321875,0.00120042028911299,"IFI35/PARP9/IRF7/OAS1",4
"GO:0002230","positive regulation of defense response to virus by host","2/12","32/18860",0.0625,98.2291666666667,13.8895051961697,0.000182133067438818,0.0026129090059492,0.00125354742771656,"STAT1/PARP9",2
"GO:0032607","interferon-alpha production","2/12","32/18860",0.0625,98.2291666666667,13.8895051961697,0.000182133067438818,0.0026129090059492,0.00125354742771656,"STAT1/IRF7",2
"GO:0032647","regulation of interferon-alpha production","2/12","32/18860",0.0625,98.2291666666667,13.8895051961697,0.000182133067438818,0.0026129090059492,0.00125354742771656,"STAT1/IRF7",2
"GO:0001959","regulation of cytokine-mediated signaling pathway","3/12","198/18860",0.0151515151515152,23.8131313131313,8.14246160955977,0.000233819291007483,0.00323017020539967,0.00154967951155057,"PARP9/IRF7/OAS1",3
"GO:0060759","regulation of response to cytokine stimulus","3/12","210/18860",0.0142857142857143,22.452380952381,7.88792997673567,0.000278002761307198,0.00370339392741374,0.00177670937677532,"PARP9/IRF7/OAS1",3
"GO:0032728","positive regulation of interferon-beta production","2/12","41/18860",0.0487804878048781,76.6666666666667,12.2381444908461,0.000300150565069442,0.00386055726796213,0.00185210874997478,"IRF7/OAS1",2
"GO:0050691","regulation of defense response to virus by host","2/12","44/18860",0.0454545454545455,71.4393939393939,11.8030871389401,0.000345904218279824,0.00430074244727914,0.00206328831956386,"STAT1/PARP9",2
"GO:0060338","regulation of type I interferon-mediated signaling pathway","2/12","45/18860",0.0444444444444444,69.8518518518519,11.6677492691302,0.000361864839907746,0.00435405113824481,0.0020888632524386,"IRF7/OAS1",2
"GO:0045071","negative regulation of viral genome replication","2/12","50/18860",0.04,62.8666666666667,11.0526047169297,0.000446971310510513,0.00521000933813816,0.00249951061798642,"IFITM3/OAS1",2
"GO:0032608","interferon-beta production","2/12","62/18860",0.032258064516129,50.6989247311828,9.89018308936431,0.000687057119153463,0.00753742074836005,0.0036160901008077,"IRF7/OAS1",2
"GO:0032648","regulation of interferon-beta production","2/12","62/18860",0.032258064516129,50.6989247311828,9.89018308936431,0.000687057119153463,0.00753742074836005,0.0036160901008077,"IRF7/OAS1",2
"GO:0001961","positive regulation of cytokine-mediated signaling pathway","2/12","65/18860",0.0307692307692308,48.3589743589744,9.65061784744007,0.000754925518658138,0.00804534909884245,0.0038597695690792,"PARP9/IRF7",2
"GO:0050688","regulation of defense response to virus","2/12","66/18860",0.0303030303030303,47.6262626262626,9.57437158898356,0.000778241801762427,0.00806344977937181,0.00386845340057347,"STAT1/PARP9",2
"GO:0034142","toll-like receptor 4 signaling pathway","2/12","72/18860",0.0277777777777778,43.6574074074074,9.15035083953388,0.000925394777514979,0.00908348031613388,0.00435781474176029,"IFI35/OAS1",2
"GO:0060760","positive regulation of response to cytokine stimulus","2/12","72/18860",0.0277777777777778,43.6574074074074,9.15035083953388,0.000925394777514979,0.00908348031613388,0.00435781474176029,"PARP9/IRF7",2
"GO:0002221","pattern recognition receptor signaling pathway","3/12","325/18860",0.00923076923076923,14.5076923076923,6.1978899596451,0.000993767156031253,0.00950449100511942,0.00455979531782221,"IFI35/IRF7/OAS1",3
"GO:0045069","regulation of viral genome replication","2/12","80/18860",0.025,39.2916666666667,8.66001782501531,0.00114084130383928,0.0102261866215646,0.00490602998635806,"IFITM3/OAS1",2
"GO:0140895","cell surface toll-like receptor signaling pathway","2/12","80/18860",0.025,39.2916666666667,8.66001782501531,0.00114084130383928,0.0102261866215646,0.00490602998635806,"IFI35/OAS1",2
"GO:0002758","innate immune response-activating signaling pathway","3/12","342/18860",0.0087719298245614,13.7865497076023,6.02125058008638,0.00115147409679816,0.0102261866215646,0.00490602998635806,"IFI35/IRF7/OAS1",3
"GO:0002429","immune response-activating cell surface receptor signaling pathway","3/12","353/18860",0.0084985835694051,13.356940509915,5.91354100773101,0.00126153215873572,0.0109430580281029,0.00524995023219272,"GBP1/IFI35/OAS1",3
"GO:0002218","activation of innate immune response","3/12","362/18860",0.00828729281767956,13.024861878453,5.82893632402201,0.00135638768289499,0.0114984683118143,0.00551640923665427,"IFI35/IRF7/OAS1",3
"GO:0002752","cell surface pattern recognition receptor signaling pathway","2/12","89/18860",0.0224719101123595,35.3183520599251,8.18832440862658,0.00140928669012711,0.0116814207870536,0.00560418098997915,"IFI35/OAS1",2
"GO:0019080","viral gene expression","2/12","95/18860",0.0210526315789474,33.0877192982456,7.91122406213262,0.00160345647200096,0.012848941364571,0.00616430092275171,"IFITM3/PARP9",2
"GO:0002768","immune response-regulating cell surface receptor signaling pathway","3/12","385/18860",0.00779220779220779,12.2467532467532,5.6257784457387,0.00161903550706391,0.012848941364571,0.00616430092275171,"GBP1/IFI35/OAS1",3
"GO:0001818","negative regulation of cytokine production","3/12","405/18860",0.00740740740740741,11.641975308642,5.46273396014492,0.00187186948058425,0.0145459857553735,0.00697846078287988,"GBP1/XAF1/OAS1",3
"GO:0002220","innate immune response activating cell surface receptor signaling pathway","2/12","108/18860",0.0185185185185185,29.1049382716049,7.39074184868862,0.00206546549726984,0.0157228291935031,0.00754305337348815,"IFI35/OAS1",2
"GO:1903900","regulation of viral life cycle","2/12","115/18860",0.0173913043478261,27.3333333333333,7.14709164715619,0.00233743081589293,0.0173451662376978,0.00832137226021909,"IFITM3/OAS1",2
"GO:0008637","apoptotic mitochondrial changes","2/12","116/18860",0.0172413793103448,27.0977011494253,7.1140584185657,0.00237759801596061,0.0173451662376978,0.00832137226021909,"IFI6/IFIT2",2
"GO:0019079","viral genome replication","2/12","117/18860",0.0170940170940171,26.8660968660969,7.08144024214682,0.00241809288032249,0.0173451662376978,0.00832137226021909,"IFITM3/OAS1",2
"GO:0007259","cell surface receptor signaling pathway via JAK-STAT","2/12","135/18860",0.0148148148148148,23.2839506172839,6.55640050623609,0.00320261938362711,0.0225391892470361,0.010813213410459,"STAT1/PARP9",2
"GO:0097696","cell surface receptor signaling pathway via STAT","2/12","165/18860",0.0121212121212121,19.050505050505,5.87605580982212,0.00474014061517179,0.0327420823973903,0.0157080683153841,"STAT1/PARP9",2
"GO:0050729","positive regulation of inflammatory response","2/12","179/18860",0.0111731843575419,17.56052141527,5.61717272773734,0.00555377802818053,0.0376647128092971,0.0180697084170467,"GBP1/IFI35",2
"GO:0072203","cell proliferation involved in metanephros development","1/12","10/18860",0.1,157.166666666667,12.4637858935699,0.00634599554815984,0.0415273042011162,0.0199227930413144,"STAT1",1
"GO:2000109","regulation of macrophage apoptotic process","1/12","10/18860",0.1,157.166666666667,12.4637858935699,0.00634599554815984,0.0415273042011162,0.0199227930413144,"IRF7",1
"GO:0003337","mesenchymal to epithelial transition involved in metanephros morphogenesis","1/12","11/18860",0.0909090909090909,142.878787878788,11.8764589387296,0.00697856043162992,0.0433371261001017,0.0207910580979746,"STAT1",1
"GO:0035457","cellular response to interferon-alpha","1/12","11/18860",0.0909090909090909,142.878787878788,11.8764589387296,0.00697856043162992,0.0433371261001017,0.0207910580979746,"OAS1",1
"GO:0039530","MDA-5 signaling pathway","1/12","11/18860",0.0909090909090909,142.878787878788,11.8764589387296,0.00697856043162992,0.0433371261001017,0.0207910580979746,"IRF7",1
"GO:0062207","regulation of pattern recognition receptor signaling pathway","2/12","203/18860",0.00985221674876847,15.4844006568145,5.23534081894245,0.00708730480457428,0.0433371261001017,0.0207910580979746,"IFI35/IRF7",2
"GO:0019835","cytolysis","1/12","12/18860",0.0833333333333333,130.972222222222,11.3638592919485,0.00761075615951101,0.0450605086904382,0.021617853752997,"GBP1",1
"GO:0072182","regulation of nephron tubule epithelial cell differentiation","1/12","12/18860",0.0833333333333333,130.972222222222,11.3638592919485,0.00761075615951101,0.0450605086904382,0.021617853752997,"STAT1",1
"GO:0002753","cytoplasmic pattern recognition receptor signaling pathway","2/12","219/18860",0.0091324200913242,14.3531202435312,5.01519161491511,0.00820502843439991,0.045972462049698,0.0220553648890889,"IRF7/OAS1",2
"GO:0071888","macrophage apoptotic process","1/12","13/18860",0.0769230769230769,120.897435897436,10.9113320697324,0.00824258292766067,0.045972462049698,0.0220553648890889,"IRF7",1
"GO:0072283","metanephric renal vesicle morphogenesis","1/12","13/18860",0.0769230769230769,120.897435897436,10.9113320697324,0.00824258292766067,0.045972462049698,0.0220553648890889,"STAT1",1
"GO:0071356","cellular response to tumor necrosis factor","2/12","226/18860",0.00884955752212389,13.9085545722714,4.92601926354738,0.00871759711628177,0.045972462049698,0.0220553648890889,"GBP1/STAT1",2
"GO:0045637","regulation of myeloid cell differentiation","2/12","227/18860",0.00881057268722467,13.8472834067548,4.91360406012829,0.0087919813731738,0.045972462049698,0.0220553648890889,"STAT1/IRF7",2
"GO:0034145","positive regulation of toll-like receptor 4 signaling pathway","1/12","14/18860",0.0714285714285714,112.261904761905,10.507955666238,0.00887404093184518,0.045972462049698,0.0220553648890889,"IFI35",1
"GO:0072075","metanephric mesenchyme development","1/12","14/18860",0.0714285714285714,112.261904761905,10.507955666238,0.00887404093184518,0.045972462049698,0.0220553648890889,"STAT1",1
"GO:0072160","nephron tubule epithelial cell differentiation","1/12","14/18860",0.0714285714285714,112.261904761905,10.507955666238,0.00887404093184518,0.045972462049698,0.0220553648890889,"STAT1",1
"GO:1900025","negative regulation of substrate adhesion-dependent cell spreading","1/12","14/18860",0.0714285714285714,112.261904761905,10.507955666238,0.00887404093184518,0.045972462049698,0.0220553648890889,"GBP1",1
"GO:0060330","regulation of response to type II interferon","1/12","15/18860",0.0666666666666667,104.777777777778,10.1454015799162,0.00950513036773704,0.0461057632162343,0.0221193163447434,"PARP9",1
"GO:0060334","regulation of type II interferon-mediated signaling pathway","1/12","15/18860",0.0666666666666667,104.777777777778,10.1454015799162,0.00950513036773704,0.0461057632162343,0.0221193163447434,"PARP9",1
"GO:0071639","positive regulation of monocyte chemotactic protein-1 production","1/12","15/18860",0.0666666666666667,104.777777777778,10.1454015799162,0.00950513036773704,0.0461057632162343,0.0221193163447434,"OAS1",1
"GO:1901857","positive regulation of cellular respiration","1/12","15/18860",0.0666666666666667,104.777777777778,10.1454015799162,0.00950513036773704,0.0461057632162343,0.0221193163447434,"OAS1",1
"GO:0034612","response to tumor necrosis factor","2/12","244/18860",0.00819672131147541,12.8825136612022,4.71386745720531,0.0101004646833764,0.0461057632162343,0.0221193163447434,"GBP1/STAT1",2
"GO:0002756","MyD88-independent toll-like receptor signaling pathway","1/12","16/18860",0.0625,98.2291666666667,9.81719288106844,0.0101358514309148,0.0461057632162343,0.0221193163447434,"IRF7",1
"GO:0032897","negative regulation of viral transcription","1/12","16/18860",0.0625,98.2291666666667,9.81719288106844,0.0101358514309148,0.0461057632162343,0.0221193163447434,"IFITM3",1
"GO:0071360","cellular response to exogenous dsRNA","1/12","16/18860",0.0625,98.2291666666667,9.81719288106844,0.0101358514309148,0.0461057632162343,0.0221193163447434,"OAS1",1
"GO:0072077","renal vesicle morphogenesis","1/12","16/18860",0.0625,98.2291666666667,9.81719288106844,0.0101358514309148,0.0461057632162343,0.0221193163447434,"STAT1",1
"GO:2000696","regulation of epithelial cell differentiation involved in kidney development","1/12","16/18860",0.0625,98.2291666666667,9.81719288106844,0.0101358514309148,0.0461057632162343,0.0221193163447434,"STAT1",1
"GO:0019365","pyridine nucleotide salvage","1/12","17/18860",0.0588235294117647,92.4509803921569,9.51820641908976,0.0107662043168644,0.046695281513842,0.0224021387254216,"PARP9",1
